,Season,Round,Date,Team_Home,Team_Away,Posiadanie piłki_home,Posiadanie piłki_away,Sytuacje bramkowe_home,Sytuacje bramkowe_away,Strzały na bramkę_home,Strzały na bramkę_away,Strzały niecelne_home,Strzały niecelne_away,Strzały zablokowane_home,Strzały zablokowane_away,Rzuty wolne_home,Rzuty wolne_away,Rzuty rożne_home,Rzuty rożne_away,Spalone_home,Spalone_away,Wrzuty z autu_home,Wrzuty z autu_away,Interwencje bramkarzy_home,Interwencje bramkarzy_away,Faule_home,Faule_away,Żółte kartki_home,Żółte kartki_away,Czerwone kartki_home,Czerwone kartki_away,goals_home,goals_away
267,2014-2015, 4,10.08.2014 15:30,Zawisza Bydgoszcz,Podbeskidzie B-B,55%,45%,18,12,7,5,10,4,1,3,15,18,6,4,4,0,22,26,3,6,14,14,0,1,,,1,2
268,2014-2015, 4,09.08.2014 20:30,Legia Warszawa,Górnik Łęczna,68%,32%,19,7,8,1,7,3,4,3,17,14,6,5,0,3,28,25,1,3,15,13,0,1,0,1,5,0
269,2014-2015, 4,09.08.2014 18:00,GKS Bełchatów,Śląsk Wrocław,52%,48%,19,10,11,4,5,4,3,2,20,21,8,5,0,1,25,27,4,9,20,17,4,1,,,2,0
270,2014-2015, 4,08.08.2014 20:30,Górnik Zabrze,Jagiellonia Białystok,52%,48%,11,5,5,0,3,3,3,2,18,15,3,7,0,4,36,22,0,2,16,13,1,0,,,3,0
271,2014-2015, 4,08.08.2014 18:00,Cracovia,Korona Kielce,51%,49%,18,8,8,2,7,5,3,1,19,21,5,0,3,0,29,25,1,6,15,15,0,4,,,2,1
272,2014-2015, 3,04.08.2014 18:00,Górnik Łęczna,GKS Bełchatów,43%,57%,12,6,5,1,6,2,1,3,6,14,10,6,1,0,20,22,0,4,13,7,3,1,0,1,1,1
273,2014-2015, 3,03.08.2014 18:00,Lech Poznań,Wisła Kraków,60%,40%,14,12,5,5,5,7,4,0,19,6,7,3,0,2,32,30,2,3,6,20,1,3,,,2,3
274,2014-2015, 3,03.08.2014 15:30,Podbeskidzie B-B,Ruch Chorzów,49%,51%,19,8,6,1,9,6,4,1,12,12,11,8,2,2,22,22,1,3,9,8,2,2,,,3,0
275,2014-2015, 3,03.08.2014 15:30,Śląsk Wrocław,Zawisza Bydgoszcz,55%,45%,12,9,2,3,7,4,3,2,13,23,13,4,2,1,33,18,2,0,20,13,1,2,0,1,2,1
276,2014-2015, 3,02.08.2014 20:30,Legia Warszawa,Górnik Zabrze,60%,40%,18,8,8,3,7,2,3,3,19,21,9,6,8,1,36,27,2,7,13,18,2,3,,,1,1
277,2014-2015, 3,02.08.2014 18:00,Korona Kielce,Pogoń Szczecin,46%,54%,15,15,4,7,8,6,3,2,0,0,3,3,1,3,0,0,5,2,14,11,3,0,,,2,2
278,2014-2015, 3,01.08.2014 20:30,Piast Gliwice,Lechia Gdańsk,47%,53%,7,14,2,5,2,4,3,5,19,19,3,4,4,0,29,31,2,1,16,17,2,4,0,1,1,3
279,2014-2015, 3,01.08.2014 18:00,Jagiellonia Białystok,Cracovia,49%,51%,17,15,6,4,5,7,6,4,17,15,4,3,2,1,33,27,3,4,13,16,1,2,,,2,1
280,2014-2015, 2,28.07.2014 18:00,Wisła Kraków,Piast Gliwice,62%,38%,27,5,10,1,12,3,5,1,20,11,11,1,1,3,33,26,0,9,12,18,2,0,,,1,1
281,2014-2015, 2,27.07.2014 18:00,Górnik Zabrze,Lech Poznań,54%,46%,11,15,2,5,5,7,4,3,20,11,5,6,0,3,36,26,4,1,11,17,3,4,,,1,1
282,2014-2015, 2,27.07.2014 15:30,Ruch Chorzów,Górnik Łęczna,56%,44%,10,13,5,6,5,5,0,2,16,14,3,6,1,7,15,20,4,4,11,10,1,1,,,1,2
283,2014-2015, 2,27.07.2014 15:30,Zawisza Bydgoszcz,Jagiellonia Białystok,48%,52%,5,20,3,6,2,10,0,4,7,16,5,6,1,0,25,36,3,2,14,6,3,2,,,1,3
284,2014-2015, 2,26.07.2014 20:30,Cracovia,Legia Warszawa,45%,55%,15,10,5,5,9,4,1,1,14,20,8,4,2,1,16,19,2,4,18,14,2,0,,,1,3
285,2014-2015, 2,26.07.2014 18:00,Pogoń Szczecin,Śląsk Wrocław,56%,44%,15,9,6,4,6,5,3,0,29,12,10,4,2,2,26,22,3,2,10,25,0,3,0,1,4,1
286,2014-2015, 2,25.07.2014 20:30,Lechia Gdańsk,Podbeskidzie B-B,58%,42%,12,9,4,3,6,4,2,2,16,25,7,4,3,3,21,32,3,3,21,14,4,1,0,1,1,0
287,2014-2015, 2,25.07.2014 18:00,GKS Bełchatów,Korona Kielce,56%,44%,8,12,4,3,2,5,2,4,16,14,3,4,0,2,30,28,3,2,12,15,0,3,,,2,0
288,2014-2015, 1,21.07.2014 18:00,Górnik Zabrze,Cracovia,44%,56%,18,16,7,2,9,11,2,3,12,16,6,11,1,4,13,11,2,5,15,6,2,1,,,2,0
289,2014-2015, 1,20.07.2014 18:00,Śląsk Wrocław,Ruch Chorzów,44%,56%,24,8,6,1,11,6,7,1,8,13,2,6,1,1,26,26,1,4,12,7,0,1,,,2,0
290,2014-2015, 1,20.07.2014 15:30,Lech Poznań,Piast Gliwice,56%,44%,17,8,10,3,6,2,1,3,22,19,4,1,2,7,26,23,3,6,16,14,3,0,,,4,0
291,2014-2015, 1,20.07.2014 15:30,Zawisza Bydgoszcz,Korona Kielce,56%,44%,14,8,4,1,7,6,3,1,19,17,8,6,2,6,27,24,1,2,15,12,0,1,,,2,0
292,2014-2015, 1,19.07.2014 20:30,Legia Warszawa,GKS Bełchatów,59%,41%,12,9,1,3,7,5,4,1,24,22,2,4,0,2,19,23,2,1,23,22,2,4,,,0,1
293,2014-2015, 1,19.07.2014 18:00,Jagiellonia Białystok,Lechia Gdańsk,34%,66%,9,9,3,3,4,4,2,2,16,16,4,14,3,2,25,27,1,1,12,14,,,,,2,2
294,2014-2015, 1,18.07.2014 20:30,Górnik Łęczna,Wisła Kraków,46%,54%,13,12,4,3,5,9,4,0,11,16,4,8,3,2,24,20,2,3,13,9,1,2,,,1,1
295,2014-2015, 1,18.07.2014 18:00,Podbeskidzie B-B,Pogoń Szczecin,45%,55%,13,15,3,7,8,3,2,5,16,16,10,8,0,2,25,26,4,1,16,14,,,,,2,3
