,Season,Round,Date,Team_Home,Team_Away,Ball_possession_home,Ball_possession_away,Goal_sit_home,Goal_sit_away,Shots_target_home,Shots_target_away,Shots_no_target_home,Shots_no_target_away,Corners_home,Corners_away,Offsides_home,Offsides_away,GK_inter_home,GK_inter_away,Fauls_home,Fauls_away,Yellow_home,Yellow_away,Red_home,Red_away,Goals_home,Goals_away,Result
2607,2021-2022,21,2022-02-14 18:00:00,Górnik Zabrze,Jagiellonia Białystok,53,47,19,8,10,5,9,3,7,6,2,4,3,9,9,20,1,1,0,0,1,2,L
2608,2021-2022,21,2022-11-02 18:00:00,Górnik Łęczna,Śląsk Wrocław,43,57,12,22,6,8,6,14,5,10,2,3,7,5,7,14,5,3,1,0,1,1,D
2609,2021-2022,21,2022-11-02 20:30:00,Cracovia,Lechia Gdańsk,44,56,19,10,6,1,13,9,11,5,4,0,1,4,22,15,0,2,0,0,2,0,W
2610,2021-2022,21,2022-12-02 15:00:00,Wisła Kraków,Stal Mielec,57,43,7,16,0,6,7,10,3,4,4,4,5,0,17,13,2,2,0,0,0,1,L
2611,2021-2022,21,2022-12-02 17:30:00,Radomiak Radom,Raków Częstochowa,56,44,12,10,1,4,11,6,3,4,2,0,3,1,19,20,3,6,0,0,0,1,L
2612,2021-2022,21,2022-12-02 20:00:00,Lech Poznań,Bruk-Bet T.,55,45,18,8,11,1,7,7,10,4,4,1,1,6,8,16,1,1,0,0,5,0,W
2613,2021-2022,22,2022-02-18 18:00:00,Zagłębie Lubin,Wisła Płock,44,56,16,16,7,6,9,10,9,9,0,1,5,4,15,10,2,2,0,0,3,1,W
2614,2021-2022,22,2022-02-18 20:30:00,Stal Mielec,Pogoń Szczecin,39,61,5,13,3,7,2,6,3,10,0,3,6,3,13,11,1,4,0,0,0,1,L
2615,2021-2022,22,2022-02-19 15:00:00,Jagiellonia Białystok,Cracovia,52,48,11,17,2,1,9,16,7,2,3,2,1,2,14,10,1,2,0,0,0,0,D
2616,2021-2022,22,2022-02-19 17:30:00,Śląsk Wrocław,Piast Gliwice,59,41,9,7,3,2,6,5,4,1,3,7,0,2,8,12,2,3,0,0,1,3,L
2617,2021-2022,22,2022-02-19 20:00:00,Bruk-Bet T.,Legia Warszawa,62,38,7,12,2,3,5,9,6,8,1,1,3,2,18,23,2,7,0,1,0,0,D
2618,2021-2022,22,2022-02-20 12:30:00,Warta Poznań,Radomiak Radom,47,53,12,12,6,5,6,7,5,3,3,1,4,3,20,13,1,2,0,0,3,1,W
2619,2021-2022,22,2022-02-20 15:00:00,Górnik Zabrze,Raków Częstochowa,44,56,13,14,4,8,9,6,5,7,2,2,7,3,17,6,1,1,0,0,1,1,D
2620,2021-2022,22,2022-02-20 17:30:00,Lechia Gdańsk,Lech Poznań,46,54,8,20,2,7,6,13,5,9,2,4,7,1,10,8,2,0,0,0,1,0,W
2621,2021-2022,22,2022-02-21 18:00:00,Wisła Kraków,Górnik Łęczna,53,47,14,8,3,1,11,7,10,7,2,1,1,3,13,9,1,1,0,0,0,0,D
2622,2021-2022,23,2022-02-25 18:00:00,Raków Częstochowa,Wisła Płock,47,53,17,7,9,1,8,6,4,4,0,0,1,7,23,19,3,3,0,0,2,0,W
2623,2021-2022,23,2022-02-25 20:30:00,Legia Warszawa,Wisła Kraków,52,48,17,5,5,1,12,4,3,0,0,0,0,3,19,22,1,3,0,1,2,1,W
2624,2021-2022,23,2022-02-26 15:00:00,Pogoń Szczecin,Lech Poznań,44,56,6,7,1,5,5,2,2,2,0,2,2,1,18,13,3,4,0,0,0,3,L
2625,2021-2022,23,2022-02-26 17:30:00,Górnik Łęczna,Stal Mielec,43,57,7,18,4,3,3,15,1,8,1,3,3,2,19,13,3,1,0,0,2,0,W
2626,2021-2022,23,2022-02-26 20:00:00,Piast Gliwice,Górnik Zabrze,48,52,5,4,2,1,3,3,4,4,5,3,1,2,13,15,1,1,0,0,0,0,D
2627,2021-2022,23,2022-02-27 12:30:00,Jagiellonia Białystok,Warta Poznań,38,62,3,8,1,3,2,5,1,2,0,3,2,0,16,17,2,3,1,0,1,1,D
2628,2021-2022,23,2022-02-27 15:00:00,Radomiak Radom,Lechia Gdańsk,37,63,10,11,6,2,4,9,1,6,5,1,2,4,17,13,1,0,0,0,2,0,W
2629,2021-2022,23,2022-02-27 17:30:00,Śląsk Wrocław,Zagłębie Lubin,52,48,19,9,5,1,14,8,8,4,0,4,1,5,7,14,0,1,0,0,0,0,D
2630,2021-2022,23,2022-02-28 18:00:00,Cracovia,Bruk-Bet T.,58,42,12,7,3,2,9,5,5,3,2,0,0,2,20,15,1,4,0,0,1,2,L
2631,2021-2022,24,2022-04-03 18:00:00,Stal Mielec,Jagiellonia Białystok,60,40,12,11,3,2,9,9,7,5,1,1,1,2,15,21,1,4,0,0,1,1,D
2632,2021-2022,24,2022-04-03 20:30:00,Pogoń Szczecin,Radomiak Radom,57,43,14,3,7,0,7,3,6,4,0,0,0,3,11,9,1,3,0,1,4,0,W
2633,2021-2022,24,2022-05-03 15:00:00,Bruk-Bet T.,Warta Poznań,53,47,9,9,2,5,4,4,5,4,1,2,5,1,13,19,2,1,0,0,1,0,W
2634,2021-2022,24,2022-05-03 17:30:00,Zagłębie Lubin,Piast Gliwice,49,51,8,9,3,3,4,6,3,7,0,3,3,3,15,7,1,1,0,0,0,0,D
2635,2021-2022,24,2022-05-03 20:00:00,Lechia Gdańsk,Wisła Kraków,59,41,12,8,3,5,9,3,9,4,3,4,4,2,14,11,3,1,0,0,1,1,D
2636,2021-2022,24,2022-06-03 12:30:00,Wisła Płock,Górnik Łęczna,45,55,12,17,8,3,1,8,6,5,0,2,2,5,22,15,2,2,1,0,3,1,W
2637,2021-2022,24,2022-06-03 15:00:00,Górnik Zabrze,Cracovia,57,43,13,5,4,1,7,1,6,5,2,6,1,1,11,11,2,3,0,0,3,0,W
2638,2021-2022,24,2022-06-03 17:30:00,Lech Poznań,Raków Częstochowa,61,39,16,5,2,2,9,1,5,1,0,3,1,2,19,14,2,4,0,0,0,1,L
2639,2021-2022,24,2022-07-03 19:00:00,Legia Warszawa,Śląsk Wrocław,53,47,14,6,2,1,8,3,4,3,1,3,1,1,19,15,2,0,0,0,1,0,W
2640,2021-2022,25,2022-03-13 12:30:00,Jagiellonia Białystok,Wisła Płock,56,44,17,20,4,6,7,8,4,10,2,2,5,4,15,12,1,1,0,0,0,1,L
2641,2021-2022,25,2022-03-13 15:00:00,Śląsk Wrocław,Radomiak Radom,52,48,11,7,1,3,7,4,7,5,1,0,3,1,16,12,0,2,0,0,0,0,D
2642,2021-2022,25,2022-03-13 17:30:00,Wisła Kraków,Lech Poznań,34,66,8,16,3,3,3,6,12,10,0,1,2,2,8,13,2,2,0,0,1,1,D
2643,2021-2022,25,2022-03-14 18:00:00,Raków Częstochowa,Stal Mielec,54,46,19,9,6,2,9,2,9,2,8,1,1,4,11,9,2,1,0,0,2,1,W
2644,2021-2022,25,2022-11-03 18:00:00,Bruk-Bet T.,Zagłębie Lubin,53,47,13,9,5,4,4,5,6,5,5,1,2,5,19,15,4,3,0,0,0,2,L
2645,2021-2022,25,2022-11-03 20:30:00,Górnik Łęczna,Legia Warszawa,37,63,6,13,2,3,1,8,4,7,2,1,2,2,13,13,2,2,0,0,0,1,L
2646,2021-2022,25,2022-12-03 15:00:00,Warta Poznań,Górnik Zabrze,40,60,13,4,8,2,3,0,7,3,1,0,1,6,12,13,0,3,0,0,2,1,W
2647,2021-2022,25,2022-12-03 17:30:00,Piast Gliwice,Lechia Gdańsk,52,48,12,8,4,3,4,3,9,3,1,1,3,3,13,15,1,3,0,0,1,0,W
2648,2021-2022,25,2022-12-03 20:00:00,Cracovia,Pogoń Szczecin,42,58,12,9,3,3,7,5,4,2,0,0,2,2,14,18,5,4,0,0,1,1,D
2649,2021-2022,26,2022-03-18 18:00:00,Zagłębie Lubin,Warta Poznań,62,38,13,16,2,7,8,6,3,3,1,1,3,2,17,15,2,2,0,0,0,4,L
2650,2021-2022,26,2022-03-18 20:30:00,Pogoń Szczecin,Wisła Kraków,56,44,18,9,7,2,4,4,10,3,2,3,1,3,12,12,2,1,0,0,4,1,W
2651,2021-2022,26,2022-03-19 12:30:00,Wisła Płock,Śląsk Wrocław,65,35,14,16,3,6,8,4,3,3,4,0,4,2,15,18,5,6,0,0,1,2,L
2652,2021-2022,26,2022-03-19 15:00:00,Raków Częstochowa,Legia Warszawa,54,46,17,5,4,2,5,3,5,6,1,1,1,3,15,24,3,3,1,0,1,1,D
2653,2021-2022,26,2022-03-19 17:30:00,Lechia Gdańsk,Górnik Łęczna,53,47,18,12,9,4,7,3,3,11,3,5,4,7,16,15,2,1,0,0,2,0,W
2654,2021-2022,26,2022-03-19 20:00:00,Lech Poznań,Jagiellonia Białystok,57,43,20,5,8,2,7,2,6,2,4,0,2,5,11,12,1,2,0,0,3,0,W
2655,2021-2022,26,2022-03-20 12:30:00,Radomiak Radom,Stal Mielec,68,32,24,13,4,6,4,5,7,1,2,1,5,3,14,14,0,5,0,0,1,1,D
2656,2021-2022,26,2022-03-20 15:00:00,Cracovia,Piast Gliwice,53,47,11,12,1,2,7,8,7,4,4,2,1,1,13,17,1,1,0,0,0,1,L
2657,2021-2022,26,2022-03-20 17:30:00,Górnik Zabrze,Bruk-Bet T.,66,34,25,16,11,6,8,6,11,2,2,5,5,10,15,13,7,4,1,0,1,1,D
2658,2021-2022,27,2022-01-04 18:00:00,Stal Mielec,Cracovia,59,41,12,16,4,6,5,5,6,8,3,2,4,3,11,27,4,5,0,1,1,2,L
2659,2021-2022,27,2022-01-04 20:30:00,Śląsk Wrocław,Lech Poznań,43,57,10,9,3,4,4,2,4,3,3,2,3,3,8,13,2,0,0,0,0,1,L
2660,2021-2022,27,2022-02-04 15:00:00,Warta Poznań,Raków Częstochowa,51,49,6,13,1,4,4,5,4,7,1,0,2,1,19,12,2,0,0,0,0,2,L
2661,2021-2022,27,2022-02-04 17:30:00,Górnik Łęczna,Pogoń Szczecin,43,57,7,19,3,7,2,7,0,5,4,7,3,3,15,7,2,1,0,0,0,4,L
2662,2021-2022,27,2022-02-04 20:00:00,Legia Warszawa,Lechia Gdańsk,43,57,17,13,8,5,5,6,4,10,4,0,4,6,14,8,3,2,0,0,2,1,W
2663,2021-2022,27,2022-03-04 12:30:00,Bruk-Bet T.,Radomiak Radom,58,42,25,9,6,2,14,4,5,7,1,1,1,5,18,17,5,1,0,1,1,1,D
2664,2021-2022,27,2022-03-04 15:00:00,Jagiellonia Białystok,Zagłębie Lubin,65,35,17,11,6,1,8,5,9,5,1,1,0,4,14,9,4,4,0,1,2,1,W
2665,2021-2022,27,2022-03-04 17:30:00,Wisła Kraków,Piast Gliwice,57,43,20,13,6,6,11,6,5,4,0,2,4,4,12,9,1,2,0,0,2,2,D
2666,2021-2022,27,2022-04-04 18:00:00,Wisła Płock,Górnik Zabrze,43,57,6,22,4,6,2,11,3,13,1,2,4,1,18,9,4,3,0,0,3,2,W
2667,2021-2022,28,2022-08-04 18:00:00,Zagłębie Lubin,Stal Mielec,53,47,16,16,9,4,6,10,4,6,1,3,3,6,20,11,2,3,0,0,3,1,W
2668,2021-2022,28,2022-08-04 20:30:00,Pogoń Szczecin,Wisła Płock,55,45,18,9,9,5,3,2,11,5,1,1,3,8,10,9,1,2,0,0,1,2,L
2669,2021-2022,28,2022-09-04 15:00:00,Piast Gliwice,Górnik Łęczna,44,56,12,8,6,2,5,5,5,9,0,0,2,5,16,15,1,1,0,1,1,0,W
2670,2021-2022,28,2022-09-04 17:30:00,Lech Poznań,Legia Warszawa,57,43,14,3,3,1,5,1,6,2,0,1,0,2,16,11,1,3,0,1,1,1,D
2671,2021-2022,28,2022-09-04 20:00:00,Lechia Gdańsk,Bruk-Bet T.,51,49,17,9,6,0,9,6,5,7,2,5,0,4,13,10,0,3,0,0,2,0,W
2672,2021-2022,28,2022-10-04 12:30:00,Warta Poznań,Cracovia,45,55,11,11,2,2,5,6,4,4,6,2,2,1,17,15,4,0,0,0,1,0,W
2673,2021-2022,28,2022-10-04 15:00:00,Wisła Kraków,Górnik Zabrze,48,52,17,12,9,4,4,6,5,8,1,2,3,5,19,13,3,1,0,0,4,1,W
2674,2021-2022,28,2022-10-04 17:30:00,Raków Częstochowa,Śląsk Wrocław,57,43,14,14,4,7,9,3,9,6,1,3,6,3,12,20,3,6,0,0,1,1,D
2675,2021-2022,28,2022-11-04 18:00:00,Radomiak Radom,Jagiellonia Białystok,53,47,8,17,3,4,1,9,2,7,2,0,2,1,10,15,0,2,0,0,2,2,D
2676,2021-2022,29,2022-04-16 12:30:00,Górnik Łęczna,Radomiak Radom,49,51,11,13,4,2,5,9,4,6,1,1,2,3,14,11,0,1,0,0,1,0,W
2677,2021-2022,29,2022-04-16 12:30:00,Stal Mielec,Warta Poznań,64,36,12,9,2,2,5,4,4,0,3,7,1,2,22,24,3,2,0,0,0,1,L
2678,2021-2022,29,2022-04-16 15:00:00,Bruk-Bet T.,Raków Częstochowa,64,36,13,12,2,5,7,5,6,8,1,1,2,2,11,12,1,1,0,0,0,3,L
2679,2021-2022,29,2022-04-16 17:30:00,Jagiellonia Białystok,Pogoń Szczecin,40,60,7,16,1,7,3,3,3,12,3,3,5,0,15,14,6,2,0,0,1,2,L
2680,2021-2022,29,2022-04-16 20:00:00,Wisła Płock,Lech Poznań,45,55,3,23,1,7,1,8,3,9,1,0,6,1,8,13,3,2,0,0,0,1,L
2681,2021-2022,29,2022-04-18 12:30:00,Cracovia,Zagłębie Lubin,42,58,20,14,5,2,6,4,5,8,1,1,2,4,11,15,3,3,0,0,1,0,W
2682,2021-2022,29,2022-04-18 15:00:00,Śląsk Wrocław,Wisła Kraków,44,56,18,10,8,2,6,6,3,1,1,2,1,7,9,9,0,2,0,0,1,1,D
2683,2021-2022,29,2022-04-18 17:30:00,Górnik Zabrze,Lechia Gdańsk,47,53,18,16,3,6,11,4,5,9,4,3,3,2,18,15,1,1,0,0,1,3,L
2684,2021-2022,29,2022-04-18 20:00:00,Legia Warszawa,Piast Gliwice,68,32,14,14,1,5,8,6,6,5,0,1,4,1,17,12,2,3,0,0,0,1,L
2685,2021-2022,30,2022-04-22 18:00:00,Radomiak Radom,Cracovia,58,42,14,5,1,2,9,1,5,3,0,3,1,1,19,18,4,2,0,0,0,1,L
2686,2021-2022,30,2022-04-22 20:30:00,Zagłębie Lubin,Górnik Zabrze,55,45,23,17,5,6,8,5,8,5,1,0,2,3,12,9,1,2,0,0,2,4,L
2687,2021-2022,30,2022-04-23 15:00:00,Śląsk Wrocław,Bruk-Bet T.,46,54,13,16,2,4,9,7,4,4,1,2,0,2,18,13,5,3,1,0,0,4,L
2688,2021-2022,30,2022-04-23 17:30:00,Piast Gliwice,Jagiellonia Białystok,43,57,11,14,5,7,4,4,3,9,4,2,6,3,8,17,0,3,0,0,2,1,W
2689,2021-2022,30,2022-04-23 20:00:00,Lechia Gdańsk,Warta Poznań,61,39,10,16,3,2,5,7,1,7,1,2,2,1,14,15,2,4,0,0,2,0,W
2690,2021-2022,30,2022-04-24 12:30:00,Lech Poznań,Stal Mielec,61,39,23,8,4,2,10,4,10,7,4,3,1,1,9,10,1,1,0,0,3,1,W
2691,2021-2022,30,2022-04-24 15:00:00,Raków Częstochowa,Górnik Łęczna,58,42,21,5,7,4,7,0,11,2,1,2,3,5,16,20,4,3,0,0,2,1,W
2692,2021-2022,30,2022-04-24 17:30:00,Pogoń Szczecin,Legia Warszawa,47,53,13,17,5,3,2,7,3,7,1,2,2,2,6,14,1,1,1,0,3,1,W
2693,2021-2022,30,2022-04-25 19:00:00,Wisła Kraków,Wisła Płock,42,58,15,9,6,5,7,1,3,0,1,2,1,3,17,12,4,1,0,0,3,4,L
2694,2021-2022,31,2022-01-05 15:00:00,Bruk-Bet T.,Wisła Płock,35,65,11,11,5,4,2,5,7,9,0,2,4,4,16,7,2,1,0,0,1,0,W
2695,2021-2022,31,2022-01-05 17:30:00,Cracovia,Wisła Kraków,52,48,17,9,5,3,8,5,4,4,2,0,3,5,14,14,2,1,0,0,0,0,D
2696,2021-2022,31,2022-04-20 18:00:00,Lech Poznań,Górnik Łęczna,64,36,29,12,11,4,12,6,16,5,1,1,4,8,12,9,3,0,0,0,3,0,W
2697,2021-2022,31,2022-04-20 20:30:00,Pogoń Szczecin,Raków Częstochowa,63,37,16,10,6,5,9,1,4,7,3,2,3,5,12,14,2,3,0,0,1,2,L
2698,2021-2022,31,2022-04-29 18:00:00,Warta Poznań,Piast Gliwice,46,54,7,11,3,3,2,4,4,4,1,2,1,1,13,16,3,2,0,0,2,3,L
2699,2021-2022,31,2022-04-29 20:30:00,Górnik Zabrze,Radomiak Radom,47,53,13,8,8,1,3,4,5,3,1,2,1,8,13,13,2,5,0,0,0,0,D
2700,2021-2022,31,2022-04-30 15:00:00,Jagiellonia Białystok,Śląsk Wrocław,50,50,18,8,5,2,6,3,9,3,0,2,1,4,13,23,3,2,0,0,1,1,D
2701,2021-2022,31,2022-04-30 17:30:00,Zagłębie Lubin,Lechia Gdańsk,55,45,22,3,7,1,9,1,8,1,6,1,0,5,15,12,1,2,0,0,2,2,D
2702,2021-2022,31,2022-04-30 20:00:00,Stal Mielec,Legia Warszawa,40,60,9,6,3,5,3,1,5,2,1,6,4,1,10,16,2,5,0,0,2,1,W
2703,2021-2022,32,2022-06-05 18:00:00,Radomiak Radom,Zagłębie Lubin,66,34,10,9,4,7,5,2,4,1,0,0,1,3,10,23,2,2,0,0,1,6,L
2704,2021-2022,32,2022-06-05 20:30:00,Legia Warszawa,Górnik Zabrze,46,54,16,7,7,3,5,3,3,5,2,1,0,2,13,15,1,2,0,0,5,3,W
2705,2021-2022,32,2022-07-05 15:00:00,Wisła Płock,Warta Poznań,65,35,8,14,1,7,5,4,2,3,2,1,4,1,13,19,1,2,0,0,0,3,L
2706,2021-2022,32,2022-07-05 17:30:00,Śląsk Wrocław,Pogoń Szczecin,37,63,11,20,5,10,6,4,1,7,2,1,9,4,7,9,2,0,0,0,1,1,D
2707,2021-2022,32,2022-07-05 20:00:00,Wisła Kraków,Jagiellonia Białystok,68,32,12,8,2,2,8,3,6,3,2,4,2,2,12,16,0,3,0,0,0,0,D
2708,2021-2022,32,2022-08-05 12:30:00,Lechia Gdańsk,Stal Mielec,52,48,15,14,7,7,6,5,4,8,4,1,5,4,24,11,4,4,0,1,3,2,W
2709,2021-2022,32,2022-08-05 15:00:00,Raków Częstochowa,Cracovia,55,45,17,7,3,1,10,5,7,6,3,0,0,2,11,11,3,3,0,0,1,1,D
2710,2021-2022,32,2022-08-05 17:30:00,Piast Gliwice,Lech Poznań,45,55,9,11,2,4,5,6,1,5,0,0,2,1,10,18,3,3,0,0,1,2,L
2711,2021-2022,32,2022-09-05 18:00:00,Górnik Łęczna,Bruk-Bet T.,42,58,8,20,2,6,3,9,3,8,1,3,5,1,11,11,5,6,1,0,1,1,D
2712,2021-2022,33,2022-05-13 18:00:00,Cracovia,Wisła Płock,54,46,27,5,6,0,15,3,7,5,1,1,0,3,11,10,1,1,0,0,3,0,W
2713,2021-2022,33,2022-05-13 20:30:00,Jagiellonia Białystok,Legia Warszawa,39,61,18,20,7,5,8,6,7,4,1,0,3,5,7,12,2,4,0,0,2,2,D
2714,2021-2022,33,2022-05-14 12:30:00,Bruk-Bet T.,Piast Gliwice,57,43,18,11,3,3,9,6,4,7,3,1,2,3,18,17,2,0,0,0,0,1,L
2715,2021-2022,33,2022-05-14 15:00:00,Warta Poznań,Lech Poznań,46,54,8,16,3,3,4,9,0,4,0,0,1,2,15,8,2,2,0,0,1,2,L
2716,2021-2022,33,2022-05-14 17:30:00,Zagłębie Lubin,Raków Częstochowa,46,54,16,13,5,2,8,7,2,9,1,2,2,4,16,9,6,3,0,1,1,0,W
2717,2021-2022,33,2022-05-14 20:00:00,Lechia Gdańsk,Pogoń Szczecin,51,49,12,17,4,3,4,9,9,6,1,3,3,4,15,8,2,4,0,1,0,0,D
2718,2021-2022,33,2022-05-15 12:30:00,Stal Mielec,Śląsk Wrocław,60,40,12,13,5,4,4,5,8,4,2,2,3,4,9,21,3,8,0,1,1,1,D
2719,2021-2022,33,2022-05-15 15:00:00,Górnik Zabrze,Górnik Łęczna,64,36,15,5,6,3,4,2,4,3,2,3,1,2,8,14,3,3,0,0,4,2,W
2720,2021-2022,33,2022-05-15 17:30:00,Radomiak Radom,Wisła Kraków,55,45,15,20,5,2,7,7,4,5,4,1,0,1,15,14,2,0,0,0,4,2,W
2721,2021-2022,34,2022-05-21 17:30:00,Górnik Łęczna,Jagiellonia Białystok,47,53,10,14,2,4,5,5,4,5,0,2,3,2,20,12,4,3,0,0,0,1,L
2722,2021-2022,34,2022-05-21 17:30:00,Lech Poznań,Zagłębie Lubin,56,44,21,15,9,6,11,4,4,7,0,2,5,7,9,13,1,2,0,0,2,1,W
2723,2021-2022,34,2022-05-21 17:30:00,Legia Warszawa,Cracovia,51,49,12,15,4,2,6,7,4,7,1,3,2,1,16,11,2,0,0,0,3,0,W
2724,2021-2022,34,2022-05-21 17:30:00,Piast Gliwice,Radomiak Radom,51,49,14,10,3,2,7,6,7,3,1,2,1,2,10,20,1,2,0,0,1,1,D
2725,2021-2022,34,2022-05-21 17:30:00,Pogoń Szczecin,Bruk-Bet T.,54,46,21,13,6,4,9,7,8,8,1,2,2,4,10,10,2,3,0,0,2,2,D
2726,2021-2022,34,2022-05-21 17:30:00,Raków Częstochowa,Lechia Gdańsk,49,51,18,7,9,3,6,3,6,1,3,0,3,6,14,16,1,4,0,0,3,0,W
2727,2021-2022,34,2022-05-21 17:30:00,Śląsk Wrocław,Górnik Zabrze,51,49,20,12,8,6,8,2,9,2,2,1,2,5,7,7,1,0,0,0,3,4,L
2728,2021-2022,34,2022-05-21 17:30:00,Wisła Kraków,Warta Poznań,54,46,18,4,5,2,11,1,7,3,0,1,1,5,19,11,2,2,0,0,0,1,L
2729,2021-2022,34,2022-05-21 17:30:00,Wisła Płock,Stal Mielec,56,44,18,14,10,2,5,7,13,3,2,0,2,7,10,13,3,1,0,0,3,0,W
2730,2022-2023,1,2022-07-15 18:00:00,Raków Częstochowa,Warta Poznań,49,51,10,8,7,1,3,4,3,3,4,0,1,6,13,16,1,1,0,0,1,0,W
2731,2022-2023,1,2022-07-15 20:30:00,Zagłębie Lubin,Śląsk Wrocław,51,49,8,15,3,5,4,6,1,7,1,2,5,3,17,10,1,3,0,0,0,0,D
2732,2022-2023,1,2022-07-16 15:00:00,Lech Poznań,Stal Mielec,63,37,19,9,5,4,7,4,8,2,1,1,2,5,13,12,1,1,0,0,0,2,L
2733,2022-2023,1,2022-07-16 17:30:00,Jagiellonia Białystok,Piast Gliwice,47,53,9,12,3,3,4,7,4,4,0,5,3,1,16,10,4,3,0,0,2,0,W
2734,2022-2023,1,2022-07-16 20:00:00,Korona Kielce,Legia Warszawa,40,60,9,8,1,3,7,3,3,3,0,3,2,0,19,18,2,4,0,1,1,1,D
2735,2022-2023,1,2022-07-17 12:30:00,Radomiak Radom,Miedź Legnica,64,36,23,6,2,4,12,1,7,2,2,1,3,1,9,17,1,5,0,1,1,1,D
2736,2022-2023,1,2022-07-17 15:00:00,Wisła Płock,Lechia Gdańsk,57,43,21,9,7,4,7,2,7,6,2,2,4,4,11,10,1,3,0,0,3,0,W
2737,2022-2023,1,2022-07-17 17:30:00,Pogoń Szczecin,Widzew Łódź,53,47,16,14,8,4,5,8,3,7,0,2,3,6,15,11,1,2,0,0,2,1,W
2738,2022-2023,1,2022-07-18 19:00:00,Górnik Zabrze,Cracovia,70,30,11,12,4,5,2,5,12,3,1,1,3,4,10,13,3,0,0,0,0,2,L
2739,2022-2023,2,2022-06-10 20:45:00,Piast Gliwice,Raków Częstochowa,47,53,12,14,3,4,6,5,3,5,0,0,3,3,21,23,2,3,0,1,0,1,L
2740,2022-2023,2,2022-07-22 18:00:00,Warta Poznań,Wisła Płock,41,59,14,22,2,9,6,8,7,5,2,2,5,2,12,11,2,1,0,0,0,4,L
2741,2022-2023,2,2022-07-22 20:30:00,Jagiellonia Białystok,Widzew Łódź,51,49,23,11,5,4,8,5,8,1,0,3,2,5,16,19,1,2,0,0,0,2,L
2742,2022-2023,2,2022-07-23 17:30:00,Cracovia,Korona Kielce,57,43,17,9,4,0,9,5,10,1,0,0,0,2,11,17,2,2,0,0,2,0,W
2743,2022-2023,2,2022-07-23 20:00:00,Legia Warszawa,Zagłębie Lubin,58,42,13,14,4,3,5,5,4,5,1,1,3,2,16,22,3,2,0,0,2,0,W
2744,2022-2023,2,2022-07-24 17:30:00,Śląsk Wrocław,Pogoń Szczecin,41,59,11,14,4,4,6,6,4,9,4,1,3,2,9,14,0,4,0,0,2,1,W
2745,2022-2023,2,2022-07-25 19:00:00,Stal Mielec,Radomiak Radom,53,47,8,13,3,5,0,7,6,3,1,0,4,2,13,16,2,3,0,0,1,1,D
2746,2022-2023,2,2022-11-18 20:30:00,Lechia Gdańsk,Górnik Zabrze,43,57,9,19,2,5,6,6,2,6,2,3,4,0,13,17,2,5,0,0,2,1,W
2747,2022-2023,2,2023-01-02 19:00:00,Miedź Legnica,Lech Poznań,24,76,5,23,2,12,1,7,2,5,0,2,10,0,15,10,4,0,0,0,2,2,D
2748,2022-2023,3,2022-01-08 19:00:00,Korona Kielce,Śląsk Wrocław,29,71,10,7,6,4,2,2,4,3,0,0,3,3,17,12,3,1,0,0,3,1,W
2749,2022-2023,3,2022-07-29 18:00:00,Piast Gliwice,Zagłębie Lubin,56,44,10,13,2,5,6,4,5,5,0,1,4,2,19,11,2,3,0,1,0,1,L
2750,2022-2023,3,2022-07-29 20:30:00,Cracovia,Legia Warszawa,32,68,12,15,7,1,5,8,4,6,2,1,1,4,15,9,4,2,0,0,3,0,W
2751,2022-2023,3,2022-07-30 17:30:00,Radomiak Radom,Górnik Zabrze,50,50,17,8,4,4,5,2,6,3,0,3,1,4,17,14,4,4,0,0,0,3,L
2752,2022-2023,3,2022-07-30 20:00:00,Miedź Legnica,Warta Poznań,66,34,16,8,2,4,9,3,4,4,1,4,2,1,11,10,3,3,0,0,1,2,L
2753,2022-2023,3,2022-07-31 15:00:00,Pogoń Szczecin,Jagiellonia Białystok,45,55,7,18,2,4,3,10,3,9,1,6,4,1,16,12,3,2,0,0,1,0,W
2754,2022-2023,3,2022-07-31 17:30:00,Lech Poznań,Wisła Płock,55,45,16,16,7,3,5,8,14,2,2,2,0,6,14,12,2,3,0,0,1,3,L
2755,2022-2023,3,2022-07-31 17:30:00,Raków Częstochowa,Stal Mielec,46,54,15,10,6,3,5,3,4,6,5,0,1,3,15,16,3,2,0,0,3,2,W
2756,2022-2023,3,2022-07-31 20:00:00,Widzew Łódź,Lechia Gdańsk,51,49,18,8,7,5,6,3,6,3,3,2,2,5,9,13,2,4,0,0,2,3,L
2757,2022-2023,4,2022-05-08 18:00:00,Stal Mielec,Cracovia,60,40,12,13,4,5,6,7,5,2,3,3,5,2,8,17,0,3,0,1,2,0,W
2758,2022-2023,4,2022-05-08 20:30:00,Legia Warszawa,Piast Gliwice,56,44,15,4,3,0,8,3,3,5,1,0,0,1,16,10,2,3,0,0,2,0,W
2759,2022-2023,4,2022-06-08 15:00:00,Lechia Gdańsk,Korona Kielce,67,33,12,20,2,6,3,11,6,7,1,2,5,2,16,19,2,4,0,0,0,1,L
2760,2022-2023,4,2022-06-08 17:30:00,Jagiellonia Białystok,Radomiak Radom,33,67,4,29,3,6,1,14,1,8,3,1,4,2,17,12,4,3,2,0,1,2,L
2761,2022-2023,4,2022-06-08 20:00:00,Śląsk Wrocław,Widzew Łódź,54,46,15,10,4,4,11,5,8,6,0,7,4,4,10,8,2,0,0,0,0,0,D
