,Season,Round,Date,Team_Home,Team_Away,Posiadanie piłki_home,Posiadanie piłki_away,Sytuacje bramkowe_home,Sytuacje bramkowe_away,Strzały na bramkę_home,Strzały na bramkę_away,Strzały niecelne_home,Strzały niecelne_away,Strzały zablokowane_home,Strzały zablokowane_away,Rzuty wolne_home,Rzuty wolne_away,Rzuty rożne_home,Rzuty rożne_away,Spalone_home,Spalone_away,Wrzuty z autu_home,Wrzuty z autu_away,Interwencje bramkarzy_home,Interwencje bramkarzy_away,Faule_home,Faule_away,Żółte kartki_home,Żółte kartki_away,Czerwone kartki_home,Czerwone kartki_away,goals_home,goals_away
137,2015-2016,20,14.12.2015 18:00,Cracovia,Korona Kielce,58%,42%,16,16,9,5,5,7,2,4,13,14,7,2,3,0,29,15,3,7,11,15,2,3,,,2,2
138,2015-2016,20,13.12.2015 18:00,Legia Warszawa,Piast Gliwice,52%,48%,10,11,5,5,4,3,1,3,8,18,4,3,3,1,24,32,4,4,15,7,4,1,,,1,1
139,2015-2016,20,13.12.2015 15:30,Lech Poznań,Zagłębie Lubin,53%,47%,8,7,4,5,3,2,1,0,15,17,1,3,2,2,21,33,5,2,14,15,4,3,,,2,0
140,2015-2016,20,12.12.2015 18:00,Górnik Zabrze,Bruk-Bet T.,43%,57%,15,11,4,2,7,7,4,2,11,18,6,6,1,1,20,17,2,4,18,11,2,2,,,0,0
141,2015-2016,20,12.12.2015 18:00,Lechia Gdańsk,Wisła Kraków,54%,46%,13,5,6,1,5,3,2,1,17,18,4,5,3,2,28,34,1,4,15,16,2,3,,,2,0
142,2015-2016,20,12.12.2015 15:30,Pogoń Szczecin,Podbeskidzie B-B,48%,52%,14,10,9,1,4,4,1,5,15,19,10,4,0,4,22,26,1,7,19,10,2,3,,,2,0
143,2015-2016,20,11.12.2015 20:30,Ruch Chorzów,Jagiellonia Białystok,56%,44%,7,15,0,10,5,4,2,1,14,3,7,3,1,2,17,13,6,0,4,13,1,1,1,0,0,4
144,2015-2016,20,11.12.2015 18:00,Śląsk Wrocław,Górnik Łęczna,42%,58%,7,18,4,5,3,8,0,5,18,24,1,9,4,1,23,31,4,2,19,16,2,3,,,2,1
145,2015-2016,19,07.12.2015 18:00,Górnik Łęczna,Pogoń Szczecin,59%,41%,17,11,6,5,7,1,4,5,17,21,6,1,4,2,28,23,2,4,17,14,5,1,,,2,3
146,2015-2016,19,06.12.2015 18:00,Wisła Kraków,Legia Warszawa,45%,55%,18,11,4,4,8,5,6,2,13,16,7,5,1,2,37,24,2,4,15,11,1,2,,,0,2
147,2015-2016,19,06.12.2015 15:30,Lechia Gdańsk,Śląsk Wrocław,56%,44%,17,7,6,2,6,4,5,1,24,12,7,4,1,4,30,30,2,5,11,20,1,4,,,1,0
148,2015-2016,19,05.12.2015 18:00,Piast Gliwice,Cracovia,40%,60%,5,15,2,6,3,4,0,5,14,19,2,3,3,3,26,29,4,1,15,11,2,1,,,2,2
149,2015-2016,19,05.12.2015 18:00,Podbeskidzie B-B,Ruch Chorzów,42%,58%,12,10,4,4,6,3,2,3,11,8,4,7,3,1,11,12,3,3,10,13,1,1,,,1,1
150,2015-2016,19,05.12.2015 15:30,Korona Kielce,Lech Poznań,51%,49%,11,15,3,6,8,6,0,3,15,15,6,4,1,3,24,20,5,3,13,12,1,1,,,0,1
151,2015-2016,19,04.12.2015 20:30,Jagiellonia Białystok,Górnik Zabrze,57%,43%,10,14,2,5,4,6,4,3,10,14,7,4,1,0,22,33,2,0,12,10,0,2,,,2,3
152,2015-2016,19,04.12.2015 18:00,Zagłębie Lubin,Bruk-Bet T.,59%,41%,17,6,5,2,9,2,3,2,14,21,8,3,3,0,26,15,2,3,18,14,3,2,0,1,2,0
153,2015-2016,18,02.12.2015 20:30,Cracovia,Podbeskidzie B-B,65%,35%,19,13,7,7,7,3,5,3,17,9,5,8,1,3,18,18,6,3,7,15,0,2,,,4,1
154,2015-2016,18,02.12.2015 20:30,Lech Poznań,Wisła Kraków,56%,44%,22,2,8,0,7,2,7,0,11,17,9,2,3,3,24,22,0,6,14,8,2,1,0,1,2,0
155,2015-2016,18,02.12.2015 18:00,Legia Warszawa,Górnik Łęczna,58%,42%,8,12,3,8,4,1,1,3,23,14,3,11,2,1,20,27,7,1,12,22,0,3,,,2,1
156,2015-2016,18,02.12.2015 18:00,Pogoń Szczecin,Lechia Gdańsk,46%,54%,7,16,2,3,3,6,2,7,14,24,4,3,3,3,33,27,3,1,22,10,1,1,,,1,0
157,2015-2016,18,01.12.2015 20:30,Górnik Zabrze,Piast Gliwice,37%,63%,12,12,6,6,5,1,1,5,14,12,2,10,0,1,22,25,4,1,12,13,2,2,,,5,2
158,2015-2016,18,01.12.2015 20:30,Zagłębie Lubin,Jagiellonia Białystok,54%,46%,9,13,0,4,6,6,3,3,21,17,3,2,2,0,40,18,2,0,15,20,2,1,,,0,2
159,2015-2016,18,01.12.2015 18:00,Bruk-Bet T.,Śląsk Wrocław,62%,38%,16,11,7,4,3,2,6,5,22,7,10,4,2,3,40,29,3,6,5,19,1,3,,,1,1
160,2015-2016,18,01.12.2015 18:00,Ruch Chorzów,Korona Kielce,53%,47%,16,13,7,2,6,6,3,5,17,4,8,3,1,3,8,8,1,5,4,15,1,2,,,2,1
161,2015-2016,17,29.11.2015 18:00,Wisła Kraków,Cracovia,54%,46%,16,14,6,7,5,3,5,4,18,21,7,4,5,1,18,15,5,5,15,17,4,4,,,1,2
162,2015-2016,17,29.11.2015 15:30,Lechia Gdańsk,Lech Poznań,57%,43%,10,6,2,2,2,2,6,2,12,17,7,0,1,0,33,30,1,2,16,12,0,4,,,0,1
163,2015-2016,17,29.11.2015 15:30,Podbeskidzie B-B,Legia Warszawa,38%,62%,14,22,3,9,5,7,6,6,20,14,1,8,1,7,14,25,7,2,13,14,0,3,1,0,2,2
164,2015-2016,17,28.11.2015 20:30,Śląsk Wrocław,Pogoń Szczecin,53%,47%,15,11,7,3,5,5,3,3,17,26,5,3,4,0,30,25,3,7,22,17,0,2,,,0,0
165,2015-2016,17,28.11.2015 15:30,Górnik Zabrze,Górnik Łęczna,60%,40%,7,14,3,7,4,4,0,3,15,13,5,6,1,2,22,21,6,2,12,11,2,2,,,1,1
166,2015-2016,17,27.11.2015 20:30,Piast Gliwice,Ruch Chorzów,58%,42%,9,11,5,1,4,8,0,2,13,19,3,6,5,2,7,9,1,2,15,12,3,4,,,3,0
167,2015-2016,17,27.11.2015 18:00,Korona Kielce,Zagłębie Lubin,62%,38%,16,16,4,4,6,6,6,6,16,15,4,8,0,3,37,18,2,4,15,13,1,2,,,0,2
168,2015-2016,16,23.11.2015 18:00,Cracovia,Lechia Gdańsk,73%,27%,25,4,9,2,9,2,7,0,5,21,9,2,2,1,26,14,2,6,20,4,2,1,0,1,3,0
169,2015-2016,16,22.11.2015 18:00,Pogoń Szczecin,Lech Poznań,53%,47%,17,8,6,5,8,2,3,1,11,17,9,0,1,2,42,25,3,6,14,9,4,2,,,0,2
170,2015-2016,16,22.11.2015 15:30,Podbeskidzie B-B,Zagłębie Lubin,52%,48%,17,11,6,5,4,4,7,2,12,14,10,7,1,2,30,26,3,5,12,9,2,2,,,1,2
171,2015-2016,16,21.11.2015 18:00,Górnik Łęczna,Ruch Chorzów,51%,49%,19,14,8,5,4,4,7,5,12,15,4,5,0,3,18,17,2,8,12,9,3,1,,,0,3
172,2015-2016,16,21.11.2015 18:00,Legia Warszawa,Śląsk Wrocław,53%,47%,10,4,4,1,3,2,3,1,21,18,5,1,4,0,29,32,1,3,14,22,2,4,,,1,0
173,2015-2016,16,21.11.2015 15:30,Jagiellonia Białystok,Korona Kielce,44%,56%,8,8,4,1,3,5,1,2,12,18,2,2,2,1,40,31,1,3,16,11,1,1,,,1,0
174,2015-2016,16,20.11.2015 20:30,Górnik Zabrze,Wisła Kraków,47%,53%,15,15,6,4,5,10,4,1,11,18,8,2,2,1,21,16,3,5,16,10,3,1,,,1,1
175,2015-2016,16,20.11.2015 18:00,Bruk-Bet T.,Piast Gliwice,56%,44%,24,15,10,7,8,2,6,6,16,20,10,8,1,2,22,17,2,7,18,13,2,1,,,3,5
176,2015-2016,15,08.11.2015 18:00,Legia Warszawa,Pogoń Szczecin,69%,31%,16,9,7,2,7,5,2,2,19,20,9,5,7,1,35,23,2,6,13,18,,,,,1,0
177,2015-2016,15,08.11.2015 15:30,Górnik Zabrze,Korona Kielce,67%,33%,14,13,5,5,7,6,2,2,15,14,4,5,3,0,15,21,4,5,12,14,2,3,,,0,1
178,2015-2016,15,08.11.2015 15:30,Lech Poznań,Górnik Łęczna,55%,45%,11,16,7,4,2,8,2,4,14,9,3,6,1,3,28,19,3,4,8,9,1,3,0,1,3,1
179,2015-2016,15,07.11.2015 20:30,Jagiellonia Białystok,Piast Gliwice,45%,55%,14,26,4,9,9,11,1,6,17,12,4,9,0,2,29,31,7,4,12,14,0,3,,,0,2
180,2015-2016,15,07.11.2015 18:00,Ruch Chorzów,Lechia Gdańsk,38%,62%,7,18,3,4,3,12,1,2,15,17,5,4,2,4,12,12,2,0,16,12,1,1,,,3,2
181,2015-2016,15,07.11.2015 15:30,Bruk-Bet T.,Podbeskidzie B-B,56%,44%,22,13,4,3,12,6,6,4,19,13,7,5,1,2,22,27,1,4,12,17,1,1,,,0,2
182,2015-2016,15,06.11.2015 20:30,Cracovia,Śląsk Wrocław,59%,41%,17,15,8,3,9,12,,,18,19,2,4,3,2,18,33,2,4,16,16,2,1,,,4,1
183,2015-2016,15,06.11.2015 18:00,Zagłębie Lubin,Wisła Kraków,44%,56%,9,13,2,4,3,7,4,2,13,12,5,2,2,0,29,17,1,1,9,13,1,3,1,0,1,3
184,2015-2016,14,02.11.2015 20:30,Podbeskidzie B-B,Jagiellonia Białystok,56%,44%,9,13,4,4,5,8,0,1,16,19,0,7,1,3,27,27,3,3,18,13,2,2,,,1,1
185,2015-2016,14,02.11.2015 18:00,Korona Kielce,Bruk-Bet T.,40%,60%,19,13,11,5,5,6,3,2,22,20,6,2,3,2,28,20,4,11,16,19,2,2,,,0,1
186,2015-2016,14,31.10.2015 20:30,Śląsk Wrocław,Lech Poznań,34%,66%,12,19,3,7,5,7,4,5,8,12,4,2,4,0,30,26,6,2,8,7,1,1,,,1,1
187,2015-2016,14,31.10.2015 18:00,Lechia Gdańsk,Legia Warszawa,51%,49%,9,5,2,3,2,1,5,1,,,4,3,5,1,,,0,1,21,17,4,4,,,1,3
188,2015-2016,14,31.10.2015 15:30,Piast Gliwice,Zagłębie Lubin,48%,52%,14,8,7,0,5,6,2,2,19,18,4,3,3,3,17,32,0,5,17,18,2,6,,,2,0
189,2015-2016,14,30.10.2015 20:30,Górnik Łęczna,Cracovia,41%,59%,12,14,5,3,5,8,2,3,15,14,3,5,3,0,19,18,3,4,10,15,3,4,,,1,0
190,2015-2016,14,30.10.2015 20:30,Wisła Kraków,Ruch Chorzów,65%,35%,13,4,4,1,5,2,4,1,8,18,8,2,3,0,17,20,1,4,15,8,1,2,,,0,0
191,2015-2016,14,30.10.2015 18:00,Pogoń Szczecin,Górnik Zabrze,57%,43%,11,14,2,4,7,6,2,4,13,17,9,10,5,2,25,24,3,1,12,11,3,2,,,1,1
192,2015-2016,13,26.10.2015 18:00,Górnik Zabrze,Podbeskidzie B-B,58%,42%,21,13,5,5,9,5,7,3,11,26,8,3,3,0,32,13,3,5,23,11,3,2,,,0,2
193,2015-2016,13,25.10.2015 18:00,Legia Warszawa,Lech Poznań,62%,38%,18,5,6,4,7,0,5,1,11,12,15,4,5,2,37,28,3,6,6,8,1,4,,,0,1
194,2015-2016,13,25.10.2015 15:30,Bruk-Bet T.,Lechia Gdańsk,55%,45%,10,10,3,4,5,3,2,3,12,17,4,5,1,2,32,18,3,3,17,9,1,0,,,0,1
195,2015-2016,13,24.10.2015 18:00,Piast Gliwice,Korona Kielce,64%,36%,15,10,4,5,9,5,2,0,13,8,6,7,3,0,24,14,4,4,8,15,2,3,,,0,1
196,2015-2016,13,24.10.2015 18:00,Zagłębie Lubin,Górnik Łęczna,59%,41%,18,19,6,6,9,5,3,8,16,13,11,6,0,1,22,11,6,6,11,18,1,1,,,0,0
197,2015-2016,13,24.10.2015 15:30,Cracovia,Pogoń Szczecin,72%,28%,19,4,10,1,8,2,1,1,10,7,2,0,1,2,21,16,0,6,11,20,0,2,,,4,1
198,2015-2016,13,23.10.2015 20:30,Jagiellonia Białystok,Wisła Kraków,39%,61%,10,17,3,8,6,6,1,3,10,13,3,4,3,1,15,23,4,2,11,9,1,2,,,1,4
199,2015-2016,13,23.10.2015 18:00,Ruch Chorzów,Śląsk Wrocław,49%,51%,11,4,4,2,5,2,2,0,21,16,8,6,1,3,8,10,2,3,15,19,4,3,1,0,1,0
200,2015-2016,12,19.10.2015 18:00,Pogoń Szczecin,Zagłębie Lubin,40%,60%,12,16,2,2,8,10,2,4,20,18,4,7,0,2,25,25,2,2,18,18,4,2,,,0,0
201,2015-2016,12,18.10.2015 18:00,Legia Warszawa,Cracovia,49%,51%,18,10,9,6,7,3,2,1,19,14,3,7,2,3,14,36,5,6,12,16,1,2,,,3,1
202,2015-2016,12,18.10.2015 15:30,Wisła Kraków,Bruk-Bet T.,56%,44%,20,6,8,3,12,3,,,22,14,5,2,2,2,18,16,3,8,11,14,2,2,,,0,0
203,2015-2016,12,17.10.2015 18:00,Górnik Łęczna,Jagiellonia Białystok,50%,50%,14,20,7,6,4,6,3,8,17,13,4,8,0,0,17,28,4,4,13,17,3,2,,,3,2
204,2015-2016,12,17.10.2015 18:00,Lech Poznań,Ruch Chorzów,66%,34%,21,7,6,3,10,4,5,0,11,15,7,0,0,1,30,22,1,4,13,10,2,2,,,2,2
205,2015-2016,12,17.10.2015 15:30,Podbeskidzie B-B,Piast Gliwice,49%,51%,8,18,4,4,3,11,1,3,10,13,2,9,1,0,21,36,2,2,16,10,4,3,,,2,2
206,2015-2016,12,16.10.2015 20:30,Śląsk Wrocław,Korona Kielce,60%,40%,15,11,3,8,6,2,6,1,19,16,11,6,3,3,32,14,7,3,13,15,3,0,,,0,1
207,2015-2016,12,16.10.2015 18:00,Lechia Gdańsk,Górnik Zabrze,67%,33%,22,10,6,3,12,5,4,2,14,13,5,2,1,4,26,13,2,5,12,10,4,1,,,1,1
208,2015-2016,11,04.10.2015 18:00,Cracovia,Lech Poznań,52%,48%,12,15,8,5,4,5,0,5,11,17,6,10,3,1,21,19,3,3,15,11,,,,,5,2
209,2015-2016,11,04.10.2015 15:30,Górnik Zabrze,Legia Warszawa,41%,59%,16,20,3,4,7,9,6,7,12,17,4,9,2,1,23,18,2,1,15,10,4,1,1,0,2,2
210,2015-2016,11,04.10.2015 15:30,Zagłębie Lubin,Śląsk Wrocław,51%,49%,12,10,6,4,5,5,1,1,13,10,7,5,1,1,32,25,3,5,9,12,3,3,,,1,1
211,2015-2016,11,03.10.2015 20:30,Piast Gliwice,Wisła Kraków,48%,52%,19,10,5,4,9,5,5,1,10,11,6,3,1,0,17,23,4,4,10,10,2,5,,,1,0
212,2015-2016,11,03.10.2015 18:00,Korona Kielce,Podbeskidzie B-B,45%,55%,15,7,9,3,4,3,2,1,14,17,4,1,0,3,28,19,3,9,17,10,2,3,,,0,0
213,2015-2016,11,03.10.2015 15:30,Bruk-Bet T.,Górnik Łęczna,61%,39%,8,17,3,5,4,6,1,6,14,9,5,4,0,1,29,16,4,2,9,13,3,1,,,1,1
214,2015-2016,11,02.10.2015 20:30,Jagiellonia Białystok,Lechia Gdańsk,41%,59%,10,13,2,6,7,3,1,4,13,23,3,3,6,2,23,23,3,2,18,12,2,4,,,0,3
215,2015-2016,11,02.10.2015 18:00,Ruch Chorzów,Pogoń Szczecin,47%,53%,13,13,2,3,5,6,6,4,18,9,5,9,2,6,5,8,1,2,8,15,2,0,2,0,0,2
216,2015-2016,10,28.09.2015 18:00,Pogoń Szczecin,Jagiellonia Białystok,52%,48%,11,13,4,4,7,9,,,16,17,10,2,2,2,22,29,3,2,16,15,3,4,0,1,2,1
217,2015-2016,10,27.09.2015 18:00,Legia Warszawa,Bruk-Bet T.,47%,53%,8,10,2,4,6,6,,,13,19,1,4,7,1,30,24,3,1,11,10,1,2,,,1,1
218,2015-2016,10,27.09.2015 15:30,Lechia Gdańsk,Zagłębie Lubin,58%,42%,15,8,10,2,2,3,3,3,21,13,4,1,1,0,28,20,1,7,12,23,1,2,,,3,1
219,2015-2016,10,26.09.2015 20:30,Lech Poznań,Górnik Zabrze,67%,33%,27,10,12,5,15,5,,,9,9,10,1,0,1,26,20,4,11,10,7,2,1,,,1,1
220,2015-2016,10,26.09.2015 18:00,Cracovia,Ruch Chorzów,52%,48%,19,13,12,6,7,7,,,19,22,8,5,5,1,14,19,5,10,20,19,3,5,0,1,2,1
221,2015-2016,10,26.09.2015 15:30,Górnik Łęczna,Podbeskidzie B-B,53%,47%,17,9,10,7,7,2,,,13,16,12,3,1,2,25,27,5,9,15,10,5,4,2,0,1,2
222,2015-2016,10,25.09.2015 20:30,Śląsk Wrocław,Piast Gliwice,49%,51%,16,17,3,5,8,4,5,8,16,17,10,1,0,1,29,24,3,2,17,13,6,1,,,1,2
223,2015-2016,10,25.09.2015 18:00,Wisła Kraków,Korona Kielce,63%,37%,21,7,5,3,5,2,11,2,9,16,8,4,3,0,13,13,3,5,15,12,2,2,0,1,0,0
224,2015-2016, 9,21.09.2015 18:00,Korona Kielce,Górnik Łęczna,53%,47%,8,9,1,3,7,6,,,22,8,3,6,0,5,35,27,1,1,9,16,2,2,,,0,2
225,2015-2016, 9,20.09.2015 18:00,Jagiellonia Białystok,Lech Poznań,43%,57%,14,9,5,2,6,6,3,1,6,15,8,3,3,0,36,24,2,4,12,6,0,2,,,1,0
226,2015-2016, 9,20.09.2015 15:30,Ruch Chorzów,Legia Warszawa,48%,52%,15,10,4,4,10,6,1,0,13,14,3,6,1,3,5,9,0,3,14,11,1,1,,,1,4
227,2015-2016, 9,19.09.2015 20:30,Piast Gliwice,Lechia Gdańsk,49%,51%,12,12,2,4,8,4,2,4,15,20,5,3,0,1,17,14,3,1,18,13,4,3,1,0,2,1
228,2015-2016, 9,19.09.2015 18:00,Podbeskidzie B-B,Wisła Kraków,39%,61%,8,21,3,12,3,4,2,5,11,18,6,8,2,0,12,13,6,3,13,10,2,0,,,0,6
229,2015-2016, 9,19.09.2015 15:30,Bruk-Bet T.,Pogoń Szczecin,66%,34%,12,13,2,4,7,6,3,3,22,18,4,5,1,5,27,20,3,1,17,17,2,0,,,1,1
230,2015-2016, 9,18.09.2015 20:30,Zagłębie Lubin,Cracovia,53%,47%,20,12,6,5,9,5,5,2,10,14,5,3,1,0,31,21,3,2,15,9,0,1,,,4,2
231,2015-2016, 9,18.09.2015 18:00,Górnik Zabrze,Śląsk Wrocław,50%,50%,14,12,4,2,5,6,5,4,11,11,5,4,1,1,11,8,2,2,12,11,1,3,,,2,0
232,2015-2016, 8,14.09.2015 18:00,Górnik Łęczna,Wisła Kraków,36%,64%,9,19,4,5,5,8,0,6,12,16,2,8,3,0,19,29,5,3,14,12,2,2,,,1,0
233,2015-2016, 8,13.09.2015 18:00,Ruch Chorzów,Górnik Zabrze,52%,48%,13,19,6,7,6,9,1,3,17,12,3,3,1,4,10,8,7,5,13,15,1,1,,,1,0
234,2015-2016, 8,13.09.2015 15:30,Pogoń Szczecin,Piast Gliwice,45%,55%,11,10,6,4,3,5,2,1,15,21,8,5,1,5,29,31,3,3,18,10,1,0,,,3,1
235,2015-2016, 8,12.09.2015 20:30,Lech Poznań,Podbeskidzie B-B,63%,37%,23,12,10,4,9,5,4,3,13,11,8,3,2,0,39,17,3,10,9,12,2,3,,,0,1
236,2015-2016, 8,12.09.2015 18:00,Cracovia,Bruk-Bet T.,58%,42%,20,11,6,6,8,2,6,3,12,12,6,5,2,1,30,26,3,4,12,9,4,3,,,2,3
237,2015-2016, 8,12.09.2015 15:30,Śląsk Wrocław,Jagiellonia Białystok,49%,51%,15,13,7,5,6,6,2,2,9,10,9,9,0,0,35,25,4,4,9,7,3,1,,,3,1
238,2015-2016, 8,11.09.2015 20:30,Legia Warszawa,Zagłębie Lubin,58%,42%,6,18,4,6,2,12,,,24,13,3,5,1,2,24,23,4,2,12,21,2,2,,,2,2
239,2015-2016, 8,11.09.2015 18:00,Lechia Gdańsk,Korona Kielce,59%,41%,11,7,2,1,6,3,3,3,24,16,5,6,1,0,23,18,1,2,15,24,1,2,,,0,0
240,2015-2016, 7,30.08.2015 18:00,Jagiellonia Białystok,Legia Warszawa,39%,61%,20,9,8,1,8,4,4,4,10,18,7,5,2,1,29,20,0,7,15,7,0,2,,,1,1
241,2015-2016, 7,30.08.2015 15:30,Bruk-Bet T.,Lech Poznań,35%,65%,9,15,6,5,3,5,0,5,10,9,0,9,0,1,15,25,4,3,9,9,3,3,,,3,1
242,2015-2016, 7,30.08.2015 15:30,Górnik Zabrze,Cracovia,46%,54%,18,16,1,5,10,7,7,4,10,11,5,4,1,1,27,21,4,0,11,8,1,3,,,1,1
243,2015-2016, 7,29.08.2015 20:30,Korona Kielce,Pogoń Szczecin,50%,50%,12,10,3,4,4,4,5,2,17,13,6,6,0,1,28,33,3,2,12,17,1,1,,,1,1
244,2015-2016, 7,29.08.2015 18:00,Zagłębie Lubin,Ruch Chorzów,52%,48%,20,8,9,4,7,3,4,1,11,22,5,5,2,2,22,23,3,6,19,8,2,0,,,3,1
245,2015-2016, 7,29.08.2015 15:30,Piast Gliwice,Górnik Łęczna,54%,46%,17,13,9,2,5,8,3,3,15,15,4,5,6,1,15,26,2,6,8,15,3,0,,,3,0
246,2015-2016, 7,28.08.2015 20:30,Wisła Kraków,Śląsk Wrocław,56%,44%,18,9,5,3,8,2,5,4,13,11,2,5,2,2,14,14,1,1,11,11,2,2,,,4,2
247,2015-2016, 7,28.08.2015 18:00,Podbeskidzie B-B,Lechia Gdańsk,44%,56%,11,18,5,7,6,5,0,6,8,21,6,8,4,0,27,27,6,4,17,8,4,3,,,1,1
248,2015-2016, 6,24.08.2015 18:00,Górnik Zabrze,Zagłębie Lubin,55%,45%,15,10,5,5,3,5,7,0,13,14,11,3,0,0,28,29,3,3,14,15,2,3,,,2,2
249,2015-2016, 6,23.08.2015 18:00,Legia Warszawa,Korona Kielce,64%,36%,18,9,5,3,8,4,5,2,19,12,15,2,5,0,22,10,1,4,7,19,1,4,,,1,2
250,2015-2016, 6,23.08.2015 15:30,Lech Poznań,Piast Gliwice,57%,43%,14,8,7,3,7,5,,,24,7,4,6,0,7,34,24,2,7,7,17,1,2,,,0,1
251,2015-2016, 6,22.08.2015 20:30,Cracovia,Jagiellonia Białystok,57%,43%,14,10,4,5,10,5,0,0,20,9,8,2,0,0,29,31,4,3,0,0,0,3,,,1,1
252,2015-2016, 6,22.08.2015 18:00,Śląsk Wrocław,Podbeskidzie B-B,63%,37%,18,13,7,6,7,6,4,1,15,17,7,1,2,2,25,23,5,6,16,14,3,2,,,1,1
253,2015-2016, 6,22.08.2015 15:30,Ruch Chorzów,Bruk-Bet T.,58%,42%,21,12,10,5,9,6,2,1,17,11,3,4,2,2,6,6,4,6,9,15,1,3,1,1,4,1
254,2015-2016, 6,21.08.2015 20:30,Lechia Gdańsk,Górnik Łęczna,71%,29%,11,8,7,1,2,3,2,4,22,20,2,3,4,10,22,22,0,4,15,13,3,3,0,1,3,1
255,2015-2016, 6,21.08.2015 18:00,Pogoń Szczecin,Wisła Kraków,46%,54%,12,15,5,4,7,11,,,14,23,6,6,5,2,33,12,3,4,19,13,2,4,,,1,1
256,2015-2016, 5,17.08.2015 18:00,Podbeskidzie B-B,Pogoń Szczecin,46%,54%,14,15,3,8,9,7,2,0,17,14,8,3,1,3,37,23,5,1,13,14,0,3,,,2,3
257,2015-2016, 5,16.08.2015 18:00,Wisła Kraków,Lechia Gdańsk,44%,56%,12,15,4,7,6,5,2,3,14,20,0,9,2,1,24,32,4,1,18,13,4,5,,,3,3
258,2015-2016, 5,16.08.2015 15:30,Jagiellonia Białystok,Ruch Chorzów,52%,48%,17,8,6,3,7,4,4,1,12,10,4,4,3,1,29,25,2,4,7,11,1,1,,,2,1
259,2015-2016, 5,15.08.2015 20:30,Piast Gliwice,Legia Warszawa,47%,53%,17,15,2,7,8,5,7,3,15,13,5,2,2,3,27,24,6,0,10,11,2,1,,,2,1
260,2015-2016, 5,15.08.2015 18:00,Górnik Łęczna,Śląsk Wrocław,44%,56%,9,24,5,11,2,8,2,5,15,13,3,8,1,2,21,29,8,3,11,12,4,2,,,2,3
261,2015-2016, 5,15.08.2015 15:30,Bruk-Bet T.,Górnik Zabrze,45%,55%,15,11,6,1,7,7,2,3,12,17,6,4,2,1,28,12,1,3,15,12,0,1,,,3,0
262,2015-2016, 5,14.08.2015 20:30,Zagłębie Lubin,Lech Poznań,41%,59%,13,18,4,3,9,15,,,17,13,2,5,2,0,24,25,2,2,11,17,1,1,,,2,1
263,2015-2016, 5,14.08.2015 18:00,Korona Kielce,Cracovia,45%,55%,10,6,3,4,7,2,,,14,19,2,1,,,23,24,1,3,20,13,2,0,,,0,3
264,2015-2016, 4,10.08.2015 18:00,Ruch Chorzów,Podbeskidzie B-B,52%,48%,14,13,8,3,4,6,2,4,16,8,4,8,0,2,27,30,2,7,8,14,1,4,,,1,1
265,2015-2016, 4,09.08.2015 18:00,Legia Warszawa,Wisła Kraków,56%,44%,15,8,5,3,9,3,1,2,21,14,3,8,6,1,27,24,2,4,8,20,3,3,,,1,1
266,2015-2016, 4,09.08.2015 15:30,Śląsk Wrocław,Lechia Gdańsk,56%,44%,11,15,6,4,5,11,,,14,25,2,7,7,0,20,24,4,6,18,13,1,2,,,0,0
267,2015-2016, 4,08.08.2015 20:30,Lech Poznań,Korona Kielce,56%,44%,14,7,4,1,7,4,3,2,17,15,5,4,0,2,33,30,1,4,15,15,2,5,1,0,0,0
268,2015-2016, 4,08.08.2015 18:00,Pogoń Szczecin,Górnik Łęczna,61%,39%,13,5,1,3,9,0,3,2,27,17,6,2,0,4,26,20,3,1,17,23,2,4,,,0,0
269,2015-2016, 4,08.08.2015 15:30,Górnik Zabrze,Jagiellonia Białystok,59%,41%,15,18,3,6,7,11,5,1,17,19,12,1,1,5,39,12,3,2,16,11,1,1,,,1,3
270,2015-2016, 4,07.08.2015 20:30,Bruk-Bet T.,Zagłębie Lubin,41%,59%,17,7,5,1,12,6,,,20,18,4,6,1,2,20,26,1,4,16,18,3,4,,,1,0
271,2015-2016, 4,07.08.2015 18:00,Cracovia,Piast Gliwice,51%,49%,10,16,1,6,9,10,,,19,15,6,6,1,0,19,23,4,0,14,20,1,1,,,1,2
272,2015-2016, 3,03.08.2015 18:00,Korona Kielce,Ruch Chorzów,52%,48%,17,5,7,2,6,2,4,1,9,15,9,6,7,2,34,23,0,6,7,6,0,3,,,1,2
273,2015-2016, 3,02.08.2015 18:00,Górnik Łęczna,Legia Warszawa,41%,59%,13,11,4,4,9,6,0,1,14,13,2,5,2,5,16,20,2,4,9,9,0,2,,,0,2
274,2015-2016, 3,02.08.2015 15:30,Jagiellonia Białystok,Zagłębie Lubin,50%,50%,13,15,3,7,7,6,3,2,13,7,4,6,1,0,29,27,5,2,7,13,2,3,,,1,2
275,2015-2016, 3,02.08.2015 15:30,Śląsk Wrocław,Bruk-Bet T.,55%,45%,17,4,12,1,3,3,2,0,15,22,6,1,1,1,27,24,1,10,21,13,1,1,,,2,0
276,2015-2016, 3,01.08.2015 20:30,Wisła Kraków,Lech Poznań,47%,53%,11,16,3,7,5,6,3,3,9,18,2,13,2,2,16,31,7,1,16,7,1,2,,,2,0
